ID,Place (x),Knowledge (y),Action (z),K5Name
1,-1,-1,0,Ecospirituality
2,-1,0,-1,Small Green Steps
3,1,0,1,Science Policy
4,-1,0,1,Earth Justice
5,-1,1,0,Ecoscience
